Medicine,Opening Stock,Purchase,Sales,Closing Stock
KANAM SURGICARE STERILE LATEX POWD 6.5 SURGICAL GLOVES 25 PAIRS,10::0,0,4,0
LORI 5 MG INJECTION 2 ML,9::0,0,1,8
NULIFE GLOVES 7 ONE PAIR,96::0,0,4,38
PAINTAWIN  INJ 1ML,12::0,0,1,10
PYROLATE INJ 1ML,7::0,0,1,0
WATER FOR INJ 10ML,18::0,0,5,0
ZED KIT 1 SET,2::0,0,2,0
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,92::0,0,2,0
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,96::0,0,1,0
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,49::0,0,1,1
PRO-EASE PADS XL,7::0,0,1,6
CANDIFORCE 200MG CAP 10'S,0::0,0,1,0
NUFORCE SOAP 75GM,0::0,0,1,0
OMNACORTIL 10 TAB 10S,2::0,0,1,1
TERBINAFORCE 1% DUSTING POWDER 30GM,2::0,0,1,0
FLAMICREPE COTTON CREPE BANDAGE 4M X 15 CM,8::0,0,1,0
BECOZINC  CAP 30S,4::20,0,0::10,0
GLENPAR 650 MG TABLET 10,0::3,0,1,0
LINOWIN 600MG TAB,15::6,0,1,0::4
LOWCAP 40MG INJECTION,12::0,0,2,3
CHYMOTAKE D TAB 10,0::0,0,0::5,0
EMANZEN D TABLET,50::0,0,0::5,0::2
PANEASE DSR CAP 10S,0::0,0,0::3,0
TAXIM OF TAB 10,38::8,0,0::6,9
FEMILON TABLET,11::0,0,1,4
MENOHELP PLUS SYP 200ML,7::0,0,1,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,9::3,0,0::6,0::-2
COUGHOREX SYP,0::0,0,1,0
FEBREX PLUS TAB 15,4::7,0,0::4,0::14
GLENPAR 650 MG TABLET 10,0::3,0,0::5,0
PANEASE DSR CAP 10S,0::0,0,0::3,0
ABSOLUT WOMAN CAP,0::0,0,3,0
CIPLADINE BOTTLE OF 10GM POWDER,0::0,0,1,4
IMVITA PROTIN  POWDER 200GM,65::0,0,1,11
TAXIM OF TAB 10,38::8,0,0::6,9
TRICIUM XT BOTTLE OF 30 TABLETS,8::0,0,1,0
NS 500ML INJECTION 500 MILLILITRE,0::0,0,3,0
RL 500ML BOTTLE 500 MILLILITRE,57::0,0,3,0
CUTICELL CLASSIC  DRESSING 1 PACKET,23::0,0,1,16
ACICA MR TAB 10S,22::4,0,1,20::6
CHYMORAL FORTE STRIP OF 20 TABLETS,3::10,0,0::10,0
DYNAPAR QPS 4 % SPRAY 15 ML,0::0,0,1,0
ESOIN DSR CAP 10S,133::7,0,1,0
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::1
BACTOCLAV 625MG STRIP OF 10 TABLETS,9::3,0,0::6,0::-2
HEALTH OK BOTTLE OF 200ML SYRUP,0::0,0,1,0
TRICIUM XT BOTTLE OF 30 TABLETS,8::0,0,1,0
ULTRAKING  TAB 15S,12::5,0,0::5,0::1
URILITE SYP 100ML,0::0,0,1,4
CUTICELL CLASSIC  DRESSING 1 PACKET,23::0,0,1,16
INTIWASH BOTTLE OF 100ML HYGIENE WASH,0::0,0,1,7
ACICA SP TAB 10,23::5,0,1,7::9
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,6::5,0,0::10,0
CHYMORAL FORTE STRIP OF 20 TABLETS,3::10,0,0::10,0
ESOIN DSR CAP 10S,133::7,0,1,0
ONFUROX 500 MG TAB 10S,36::0,0,1,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,9::3,0,0,0::-2
BETADINE 200MG VAG PESSARIES,1::9,0,0,0::6
BRUTAFLAM MR 4MG STRIP OF 10 TABLETS,0::0,0,0,0
COUGHOREX SYP,0::0,0,1,0
FEBREX PLUS TAB 15,4::7,0,0::3,0::14
GYNOTRIM KIT,6::0,0,0,0
OKACET 10MG TABLET,11::8,0,0::3,0::6
ZADY 500MG STRIP OF 5 TABLETS,6::0,0,0::3,0
MENOHELP PLUS SYP 200ML,7::0,0,1,0
ALLERCET COLD TABLET,18::1,0,1::5,0::1
GEMER 2MG STRIP OF 15 TABLETS,2::0,0,2,0
NUFORCE 150MG TABLET 2'S,0::0,0,1::1,0
ZADY 500MG STRIP OF 5 TABLETS,6::0,0,1,0
BECOZINC  CAP 30S,4::20,0,0::10,0
DABUR STRESSCOM 10 CAPS,0::0,0,3,2::5
PLACIDA PLUS TABLET,0::0,0,3,0
BABY FUN WET WIPES 80`S,1::0,0,1,0
DISPOVAN SYRINGE 10ML,273::0,0,1,0
NAN PRO EXCELLA PRO 1 400GM,0::0,0,1,0
PILENORM TAB 10S,12::0,0,2,0
ELDERVIT 12 INJECTION 1.5ML,2::0,0,2,0
FLAMINGO FLAMICREPE COTTON 4 M X 10 CM CREPE BANDAGE 1 NO'S,0::0,0,1,3
SOFRAMYCIN SKIN CREAM 30GM,4::0,0,1,0
DUPHALAC FIBER SOLUTION 200ML,0::0,0,1,0
ENERZIP POWDER,394::0,0,5,26
GLENPAR 650 MG TABLET 10,0::3,0,0::5,0
ENERZIP POWDER,394::0,0,20,26
BACTOCLAV 625MG STRIP OF 10 TABLETS,9::3,0,1,0::-2
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,6::5,0,0::10,0
CHYMOTAKE D TAB 10,0::0,0,1,0
EMANZEN D TABLET,50::0,0,1,0::2
ENERZIP POWDER,394::0,0,15,26
IMVITA PROTIN  POWDER 200GM,65::0,0,1,11
PANEASE DSR CAP 10S,0::0,0,1,0
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,413::0,0,3,1
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,92::0,0,1,0
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,96::0,0,1,0
NASIVION 0.05% ADULT DROPS 10ML,0::0,0,1,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,2,0
PANTORIDE INJ 40MG,0::0,0,2,1
THROMBOTROY QPS SOLUTION (PHLEBOTROY QPS),4::0,0,1,0
CORD CLAM BINI 1'S,65::0,0,2,57
EXAMINATION GLOVES LOOSE (M),0::0,0,20,380
FEEDY FEEDING TUBE FG-07,155::0,0,1,150
KANAM SURGICARE STERILE LATEX POWD 6.5 SURGICAL GLOVES 25 PAIRS,10::0,0,3,0
KEVIT  INJ 1ML,20::0,0,1,9
SURGICAL GLOVES LATEX POWDER FREE,0::0,0,3,3
PRO-EASE PADS XL,7::0,0,1,6
TRANEMIC 500MG INJ,9::0,0,1,0
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,413::0,0,3,1
MIKACIN 500MG INJECTION,0::0,0,3,0
NEOMOL INJ 100ML,47::0,0,3,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,0
NS 500ML INJECTION 500 MILLILITRE,0::0,0,1,0
ONDODER INJ 2ML,0::0,0,4,0
PANTORIDE INJ 40MG,0::0,0,2,1
BETAVEE INJ 1ML,12::0,0,3,5
ESOIN DSR CAP 10S,133::7,0,1,0
EVACEF 1GM INJ,10::0,0,1,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,3,0
REETAC INJ 2ML,85::0,0,2,0
REGLOMET  INJ 2ML,4::0,0,2,0
TRANEMIC 500MG INJ,9::0,0,1,0
ESOIN DSR CAP 10S,133::7,0,1,0
ONFUROX 500 MG TAB 10S,36::0,0,1,0
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::1
GLENPAR 650 MG TABLET 10,0::3,0,0::4,0
FLAGYL 400MG TABLET,0::7,0,0::6,0::1
LOPAMIDE 2MG TABLET,1::6,0,1,0::6
MS SPA 80MG TAB,14::8,0,0::4,0::9
OTOGESIC BOTTLE OF 10ML EAR DROPS,2::0,0,1,0
ACICA MR TAB 10S,22::4,0,1,20::6
MONTICOPE A STRIP OF 10 TABLETS,4::0,0,1,0::9
TUSQ X BOTTLE OF 100ML EXPECTORANT,0::0,0,1,3
URIKIND KM6 SACHET 1,0::0,0,9,0
TYNOR THUMB SPICA  SPINLT UNI,3::0,0,1,2
MS SPA 80MG TAB,14::8,0,0::5,0::9
TRAMADIN PLUS TAB 10'S,0::0,0,0::5,0::1
ZENFLOX PLUS 200MG TABLET,0::0,0,0::5,0
DISPOVAN SYRINGE 10ML,273::0,0,1,0
DISPOVAN SYRINGE 2.5 ML,326::0,0,1,0
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,92::0,0,1,0
ELDERVIT 12 INJECTION 1.5ML,2::0,0,1,0
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,96::0,0,1,0
ONDODER INJ 2ML,0::0,0,1,0
PANTORIDE INJ 40MG,0::0,0,1,1
POLY POLYMED NON-VENTED POLYFUSION IV INFUSION SET 1 NO'S,128::0,0,1,2
MIKACIN 500MG INJECTION,0::0,0,4,0
CONOS SF SYP 100ML,6::0,0,1,1
GLENPAR 650 MG TABLET 10,0::3,0,1,0
HEALTH OK BOTTLE OF 200ML SYRUP,0::0,0,1,0
ZADY 250MG TAB 10'S,6::0,0,1,3::7
ENZOX PLUS TABLET,0::0,0,0::5,0
PLACIDA PLUS TABLET,0::0,0,1,0
ENERZIP POWDER,394::0,0,10,26
HEALTH OK BOTTLE OF 200ML SYRUP,0::0,0,1,0
RANIDOM MPS SUSPENSION 170ML,0::0,0,1,0
ZENFLOX PLUS 100MG TABLET,5::0,0,1,1::5
STAMLO 5MG STRIP OF 30 TABLETS,0::0,0,0::5,0
DISPOVAN SYRINGE 10ML,273::0,0,0,0
MIKACIN 500MG INJECTION,0::0,0,0,0
NEOMOL INJ 100ML,47::0,0,0,0
NS 500ML INJECTION 500 MILLILITRE,0::0,0,0,0
RL 500ML BOTTLE 500 MILLILITRE,58::0,0,0,0
BETAVEE INJ 1ML,12::0,0,3,5
ARGIHOPE 1000MG TABLET,0::0,8,0,0
INTIWASH BOTTLE OF 100ML HYGIENE WASH,0::0,12,0,7
TRICIUM XT BOTTLE OF 30 TABLETS,0::0,20,0,0
GDRESS 25 9X25CM,15::0,0,1,2
BRUTAFLAM MR 4MG STRIP OF 10 TABLETS,0::0,0,0::5,0
GLENPAR 650 MG TABLET 10,0::3,0,0::5,0
ONFUROX 500 MG TAB 10S,36::0,0,0::5,0
ULTRAHEAL TAB TAB 10,0::0,0,0::5,17::2
CLARIBID 500MG STRIP OF 10 TABLETS,3::5,0,1,0
FLAGYL 400MG TABLET,3::2,0,0::10,0::12
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,92::0,0,1,0
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,96::0,0,1,0
NEOMOL INJ 100ML,47::0,0,1,0
ADULT DIAPER PULL UPS MEDIUM DIAPER 1 PACKET 1 PACKET,0::0,0,1,3
ESOIN DSR CAP 10S,133::7,0,1,0
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,413::0,0,3,1
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,92::0,0,1,0
ELDERVIT 12 INJECTION 1.5ML,2::0,0,2,0
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,96::0,0,1,0
NEOMOL INJ 100ML,47::0,0,3,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,7,0
ONDODER INJ 2ML,0::0,0,3,0
PANTORIDE INJ 40MG,0::0,0,3,1
ADULT DIAPER PULL UPS MEDIUM DIAPER 1 PACKET 1 PACKET,10::0,0,2,6
CIR BED BATH WIPES 10S,0::0,0,1,11
CANDID POWDER - 50GM,0::0,0,1,0
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,413::0,0,2,1
NEEDLE NO.18*1.5,0::0,0,4,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,0
NS 500ML INJECTION 500 MILLILITRE,0::0,0,2,0
PANTORIDE INJ 40MG,0::0,0,2,1
RL 500ML BOTTLE 500 MILLILITRE,57::0,0,3,0
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,3,0
IMVITA PROTIN  POWDER 200GM,65::0,0,1,11
FEBREX PLUS TAB 15,4::7,0,0::5,0::14
FEMILON TABLET,11::0,0,1,4
GYNOTRIM KIT,6::0,0,1,0
PANEASE DSR CAP 10S,0::0,0,0::2,0
3 WAY STOPCOCK WITH EXTENSION TUBE 10 CM 93060004,2::0,0,1,0
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,413::0,0,2,1
DISPOVAN SYRINGE 10ML,273::0,0,2,0
DISPOVAN SYRINGE 2.5 ML,326::0,0,2,0
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,92::0,0,1,0
ELDERVIT 12 INJECTION 1.5ML,2::0,0,1,0
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,96::0,0,1,0
NEEDLE NO.18*1.5,0::0,0,2,0
NEOMOL INJ 100ML,47::0,0,2,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,6,0
NS 500ML INJECTION 500 MILLILITRE,0::0,0,2,0
ONDODER INJ 2ML,0::0,0,2,0
PANTORIDE INJ 40MG,0::0,0,2,1
POLY POLYMED NON-VENTED POLYFUSION IV INFUSION SET 1 NO'S,128::0,0,2,2
RL 500ML BOTTLE 500 MILLILITRE,58::0,0,2,0
GLENPAR 650 MG TABLET 10,0::3,0,1,0
UPTRACE INJ 3ML,12::0,0,4,0
ALLERCET COLD TABLET,0::0,0,1,0::2
MVI AMPOULE OF 10ML INJECTION,0::0,0,5,0
ANAWIN HEAVY INJ 4ML,13::0,0,1,1
COTTON BANDAGE 15CMX9M,0::0,0,2,0
DISPOVAN SYRINGE 10ML,273::0,0,10,0
ECG LEADS,25::0,0,5,25
ELECTROSURGICAL PENCIL (VALLEYLAB),1::0,0,1,1
ETHILON 2 0 NW 3336,0::0,0,1,0
FLAMICREPE COTTON CREPE BANDAGE 4M X 15 CM,8::0,0,1,0
GERMBETA BOTTLE OF 100ML SOLUTION,35::0,0,2,0
HYDROGEN PEROXIDE BOTTLE OF 400ML SOLUTION,13::0,0,1,5
KANAM SURGICARE STERILE LATEX POWD 6.5 SURGICAL GLOVES 25 PAIRS,10::0,0,3,0
MASK REGULAR MASK 1,26::0,0,15,114
MEZOLAM INJ 10ML,0::0,0,1,0
MOPPING  PAD 1,15::0,0,2,3
NICODIN 7.5 %SURGICAL SCRUB 100ML,10::0,0,2,0
NS 500ML INJECTION 500 MILLILITRE,0::0,0,6,0
NULIFE GLOVES 7.5 1'S,26::0,0,8,42
ONDODER INJ 2ML,0::0,0,1,0
PAINTAWIN  INJ 1ML,12::0,0,1,10
PYROLATE INJ 1ML,0::0,0,1,0
RL 500ML BOTTLE 500 MILLILITRE,57::0,0,4,0
ROMO VAC SET FG 12,0::0,0,1,0
SKIN STAPLES W 35,0::0,0,1,0
SOFT ROLL 15CM,4::0,0,1,2
SPINAL  NEEDLE 25G,5::0,0,1,0
SURGICAL BLADE 15,26::0,0,1,1
SURGICAL BLADE 20,6::0,0,1,9
SURGICAL CAP  1 NO'S CP 1,137::0,0,15,30
SURGICAL GLOVES LATEX POWDER FREE,0::0,0,10,3
VACCU SUCK SUCTION SET GS 5016,1::0,0,1,0
VICRYL 0 VP 2534 1'S,0::0,0,3,0
VICRYL PLUS 1 VP 2421,3::0,0,2,1
VICRYL PLUS 2-0 VP 2382,0::0,0,3,0
NEOMOL INJ 100ML,47::0,0,2,0
NS 500ML INJECTION 500 MILLILITRE,0::0,0,1,0
ONDODER INJ 2ML,0::0,0,2,0
ADULT DIAPER PULL UPS MEDIUM DIAPER 1 PACKET 1 PACKET,0::0,0,1,3
CIR BED BATH WIPES 10S,0::0,0,1,11
MASK REGULAR MASK 1,26::0,100,0,114
BRUTAFLAM MR 4MG STRIP OF 10 TABLETS,0::0,0,1,0
CLARIBID 500MG STRIP OF 10 TABLETS,3::5,0,1,0
ESOIN DSR CAP 10S,133::7,0,1,0
INSTACAL K27 TAB 10,14::0,0,1,0
ONFUROX 500 MG TAB 10S,36::0,0,1,0
GLENPAR 650 MG TABLET 10,0::3,0,0::5,0
ENERZIP POWDER,394::0,0,10,26
GRANIFORCE MD TABLET,0::0,0,1,0
FLAMICREPE COTTON CREPE BANDAGE 4M X 15 CM,8::0,0,1,0
SOFT ROLL 15CM,9::0,0,1,3
ANOEASE CAP 4'S,5::0,0,1,0
G-PLAST SURGICAL TAPE 10 X 500 CM NT1050 50 NO'S,0::0,0,1,2
ACICA MR TAB 10S,22::4,0,1,20::6
CLARIBID 500MG STRIP OF 10 TABLETS,3::5,0,1,0
FERICA XT TOTAL TAB 10,0::0,13,0,0
ANAFORTAN STRIP OF 15 TABLETS,0::0,1,0,0
ANAFORTAN STRIP OF 15 TABLETS,0::0,1,0,0
ARNOPEN CAP,0::0,3,0,1
CANDID POWDER - 50GM,0::0,8,0,0
DUPHALAC BULK BOTTLE OF 160ML SOLUTION,1::0,2,0,0
NOSTRA CR 10MG TAB 10'S,0::0,1,0,0
ONFUROX 500 MG TAB 10S,36::0,6,0,0
PAN MPS BOTTLE OF 200ML SUSPENSION,0::0,6,0,0
STONVIL CAPSULE,0::0,5,0,0
URIKIND KM6 SACHET 1,0::0,5,0,0
TELMIKIND AM 40MG STRIP OF 10 TABLETS,3::0,0,1,0::5
STAMLO 5MG STRIP OF 30 TABLETS,0::0,0,0::2,0
NE-NORM  TAB 15S,2::5,0,0::10,0::5
STEMETIL MD 5MG STRIP OF 15 TABLETS,5::0,0,0::10,2::10
VERTIN 8MG STRIP OF 15 TABLETS,2::0,0,0::10,0
ZENFLOX PLUS 200MG TABLET,0::0,0,1,0
DUPHALAC BULK BOTTLE OF 160ML SOLUTION,0::0,0,1,0
MS SPA 80MG TAB,14::8,0,0,0::9
ONFUROX 500 MG TAB 10S,36::0,0,0,0
PILORUTE EP  CREAM 30GM,6::0,0,1,0
TRAMADIN PLUS TAB 10'S,0::0,0,0,0::1
NOSTRA CR 10MG TAB 10'S,0::0,0,0::6,0
PANEASE DSR CAP 10S,0::0,0,0::4,0
ACICA SP TAB 10,23::5,0,1,7::9
COUGHOREX SYP,3::0,0,1,0
ECOSPRIN 75MG STRIP OF 14 TABLETS,0::0,0,1,0::5
ELDERVIT 12 INJECTION 1.5ML,2::0,0,1,0
ENERZIP POWDER,394::0,0,10,26
FEBREX PLUS TAB 15,4::7,0,0::3,0::14
OKACET 10MG TABLET,11::8,0,0::3,0::6
PAN MPS BOTTLE OF 200ML SUSPENSION,0::0,0,1,0
TRIS TBR TAB TAB 10 STRIP,3::5,0,1,0::-5
ZADY 500MG STRIP OF 5 TABLETS,0::0,0,0::3,0
ONFUROX 500 MG TAB 10S,36::0,30,0,0
ARACHITOL 6LAC INJ 1*6,7::0,0,1,0
INSTACAL K27 TAB 10,11::0,0,1,0
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::1
ULTRAHEAL TAB TAB 10,0::0,0,1,17::2
WRIST BRACE COMMON,6::0,0,1,2
GERIPOD 8MG CAPSULE,0::0,0,0::5,1::3
STON 1B6 1100/375MG BOTTLE OF 200ML SOLUTION,6::0,0,1,0
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::1
ZENFLOX UTI TABLET,0::0,0,1,0::3
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,1::5,0
REBONAGE TAB 10S,5::5,0,1::5,0
AVIL  INJ 2ML INJ 2ML AMPULS,0::0,0,1,0
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,413::0,0,2,1
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,92::0,0,1,0
ENEMA BOTLE ENEMA 1,3::0,0,1,12
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,96::0,0,1,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,0
ONDODER INJ 2ML,0::0,0,2,0
PANTORIDE INJ 40MG,0::0,0,2,1
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,2,0
CALDIKIND P MANGO FLAVOUR SUSPENSION 200ML,0::0,0,1,2
CALPOL 250MG SUSP 60ML,0::0,0,1,1
ARACHITOL 6LAC INJ 1*6,7::0,0,1,0
BRUTAFLAM MR 4MG STRIP OF 10 TABLETS,0::0,0,0::5,0
HETRODOX LB CAP 10S,0::0,0,0::5,6
NUROLITE INJECTION 2ML,9::0,0,1,2
QLINK PD 75/20 TAB 10S,2::4,0,0::5,21::8
VERTEFLEX 10 10,8::5,0,0::5,3::9
ARNOPEN CAP 30,0::0,0,2,0
DVIT 60K ORAL SOLUTION  5ML BOTTLE 5ML BOTTLE,52::0,0,4,32
URIKIND KM6 SACHET 1,0::0,0,1,0
ARACHITOL 6LAC INJ 1*6,7::0,0,1,0
BRUTAFLAM MR 4MG STRIP OF 10 TABLETS,0::0,0,1,0
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,0::5,0
ESOIN DSR CAP 10S,133::7,0,1,0
NUROLITE INJECTION 2ML,9::0,0,1,2
QLINK PD 75/20 TAB 10S,2::4,0,0::5,21::8
DISPOVAN SYRINGE 10ML,273::0,0,1,0
WATER FOR INJ 10ML,18::0,0,1,0
ESOIN DSR CAP 10S,133::7,0,1,0
ONFUROX 500 MG TAB 10S,36::0,0,1,0
ULTRAHEAL TAB TAB 10,0::0,0,1,17::2
ALLERCET COLD TABLET,18::1,0,0::4,0::1
ANAFORTAN STRIP OF 15 TABLETS,1::2,0,0::5,0
PAN MPS BOTTLE OF 200ML SUSPENSION,0::0,0,1,0
RIFAKEM 400 STRIP OF 10 TABLETS,0::0,0,1,0
TOTALAX NF SYP 100ML,0::0,0,1,0
FERICA XT TOTAL TAB 10,0::0,0,1,0
FOL 5MG STRIP OF 30 TABLETS,2::0,0,1,0::5
G DRESS COMFY DRESSING 14 X 7 CM WOUND PAD 3 X 10 CM GD15 100 NO'S,14::0,0,1,37
FLAMINGO ARM SLING POUCH MEDIUM 1'S,0::0,0,1,2
SOFRAMYCIN SKIN CREAM 30GM,4::0,0,1,0
ELDERVIT 12 INJECTION 1.5ML,0::0,5,0,0
CUTICELL CLASSIC  DRESSING 1 PACKET,23::0,0,1,16
FLAMICREPE COTTON CREPE BANDAGE 4M X 15 CM,8::0,0,1,0
NUROKIND GOLD SACHET,15::0,0,6,0
CIPLADINE 5% OINT 10GM,0::0,0,1,0
ACICA MR TAB 10S,22::4,0,0,20::6
VERTEFLEX 10 10,8::5,0,0,3::9
ULTRAHEAL TAB TAB 10,0::0,0,1,17::2
MGD3 TABLET 10' S,0::5,0,1,0::5
QLINK PD 75/20 TAB 10S,2::4,0,1,21::8
ULTRAHEAL TAB TAB 10,16::0,0,1,0
CONOS 25MG TABLET,5::0,0,1,1::9
DOLO 650MG STRIP OF 15 TABLETS,4::4,0,0::9,0
GLENPAR 650 MG TABLET 10,0::3,0,1,0
MAGNATUSS T  SYP 100 ML,3::0,0,1,0
TOTALAX NF SYP 100ML,0::0,0,1,0
ADULT DIAPER PULL UPS MEDIUM DIAPER 1 PACKET 1 PACKET,0::0,0,2,3
IMVITA PROTIN  POWDER 200GM,65::0,0,1,11
PRO-EASE PADS XL,7::0,0,2,6
MAMY POKO PANTS SMALL 60`S,0::0,0,1,0
NYCIL COOL CHANDAN POWDER 50 GM,0::0,0,1,0
CANDIFORCE 200MG CAP 10'S,0::0,0,1,0
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,413::0,0,2,1
ELDERVIT 12 INJECTION 1.5ML,0::0,0,2,0
EXAMINATION GLOVES LOOSE (M),0::0,0,10,380
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,0
ONDODER INJ 2ML,0::0,0,2,0
PANTORIDE INJ 40MG,0::0,0,2,1
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,2,0
PANEASE DSR CAP 10S,0::0,0,1,0
TRAMADIN PLUS TAB 10'S,11::7,0,0::5,0::1
ACICA SP TAB 10,23::5,0,1,7::9
BACTOCLAV 625MG STRIP OF 10 TABLETS,9::3,0,1,0::-2
ESOIN DSR CAP 10S,133::7,0,1,0
GLENPAR 650 MG TABLET 10,0::3,0,1,0
GP 0.5MG TABLET,0::0,0,1,0
GRANIFORCE MD TABLET,0::0,0,0::5,0
LEVOFLOX 500MG TABLET,4::0,0,0::5,2::1
TENOBEL TAB 10S,6::0,0,1,6::5
ADULT DIAPER PULL UPS MEDIUM DIAPER 1 PACKET 1 PACKET,1::0,0,1,0
ALLERCET COLD TABLET,0::0,0,0::5,0::2
MONTICOPE TABLET,0::0,0,0::5,0
ZADY 250MG TAB 10'S,6::0,0,0::5,3::7
CANDID POWDER - 50GM,0::0,0,1,0
CIR BED BATH WIPES 10S,15::0,0,1,3
MOUTHWASH FRESHORA MOUTHWASH,19::0,0,1,0
ARGIHOPE 1000MG TABLET,0::0,0,2,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,9::3,0,0::6,0::-2
TRICIUM XT BOTTLE OF 30 TABLETS,8::0,0,1,0
ULTRAKING  TAB 15S,12::5,0,0::3,0::1
URILITE SYP 100ML,6::0,0,1,0
VWASH LOTION 100ML,0::0,0,1,0
CHARAK M2-TONE SYRUP,4::0,0,2,0
GERIPOD 8MG CAPSULE,0::0,0,0,1::3
OMNACORTIL 10 TAB 10S,9::0,0,6,2
BETNOVATE 0.1% CREAM 20GM,0::0,0,2,0
FLUSHIT SYP SYR 100ML,3::0,0,1,0
MEFTAL FORTE TAB 10S,0::0,0,0::3,0
PANEASE DSR CAP 10S,0::0,0,0::5,0
TAXIM OF TAB 10,38::8,0,0::6,9
ULTRAKING  TAB 15S,12::5,0,0::3,0::1
DABUR BABY WIPES (PACK OF 3) 80 WIPES EACH,7::0,0,1,11
DISPOVAN SYRINGE 10ML,273::0,0,1,0
NAN PRO EXCELLA PRO 1 400GM,0::0,0,1,0
ALLEGRA M TABLET,0::0,0,1,0
AVIL 25MG STRIP OF 15 TABLETS,0::0,0,0::10,0::10
NUFORCE SOAP 75GM,2::0,0,1,0
OMNACORTIL 10 TAB 10S,9::0,0,1,2
TERBINAFORCE 1% DUSTING POWDER 30GM,2::0,0,1,0
SUPRADYN MULTIVITAMIN TABLETS STRIP OF 15 'S,0::0,0,1,0::5
LIBRIUM 10MG STRIP OF 15 TABLETS,0::0,0,0::10,0
UBINEXT PLUS SACHET 5GM,2::0,0,2,0
UBINEXT PLUS SACHET 5GM,15::0,0,5,0
VERTIN 16MG STRIP OF 15 TABLETS,3::0,0,0::10,1::10
RUXODERM OINT 10GM,2::0,0,1,0
DABUR STRESSCOM 10 CAPS,0::0,0,1,2::5
ECOSPRIN 150MG STRIP OF 14 TABLETS,0::0,0,1,0::9
HEALTH OK BOTTLE OF 200ML SYRUP,0::0,0,1,0
LABEBET 100MG TABLET,1::0,0,1,0
CIPLADINE 5% OINT 10GM,0::0,0,1,0
ESOIN DSR CAP 10S,133::7,0,0::5,0
GLENPAR 650 MG TABLET 10,0::3,0,1,0
SMILE  BALL 1,0::0,0,1,1
TENOBEL TAB 10S,6::0,0,1,6::5
VERTEFLEX 10 10,8::5,0,1,3::9
ARGIHOPE 1000MG TABLET,0::0,0,0::5,0
ENERZIP POWDER,394::0,0,2,26
FEBREX PLUS TAB 15,4::7,0,0::5,0::14
GLENPAR 650 MG TABLET 10,0::3,0,0::5,0
HEALTH OK BOTTLE OF 200ML SYRUP,0::0,0,1,0
TRICIUM XT BOTTLE OF 30 TABLETS,8::0,0,1,0
ZADY 500MG STRIP OF 5 TABLETS,0::0,0,0::3,0
DOXINATE 24 TABLET 15'S,7::10,0,1::5,0
ECOSPRIN 75MG STRIP OF 14 TABLETS,0::0,0,1::6,0::5
GRANIFORCE MD TABLET,0::0,0,2,0
HEALTH OK BOTTLE OF 200ML SYRUP,0::0,0,1,0
TRICIUM XT BOTTLE OF 30 TABLETS,8::0,0,1,0
